,Date,TR ID,Subject_1,Subject_2,Ratio
2,2021-11-10,"('2732167674-76',)",exchange on defence cooperation,eu space policy,40.0
3,2023-01-10,"('165202837974-32',)","dsa, disinformation.","code of conduct on hate speech, data protection, consumers protection",40.0
0,2024-02-20,"('17413855438-74',)",meeting with north holland residents concerning schiphol,balanced approach for the temporary reduction of the amsterdam airport schiphol,40.0
2,2024-04-18,"('974875639237-65',)",hydrogen market in europe,discussion on technologies for the transformation of industry,40.0
1,2023-01-10,"('165202837974-32',)",digital services act,"code of conduct on hate speech, data protection, consumers protection",40.0
0,2023-02-10,"('52431421-12',)",connectivity package,"echange sur la situation du secteur des telecommunications en europe, ses defis et ses opportunites",40.0
0,2024-01-19,"('991744840418-06',)","the interlocutor raised the issue of raw materials (access, exploration ...) and the relations with third countries. the implementation of the eu raw materials strategy was discussed as well.",eu's policy on eu's policy on critical raw materials,40.0
0,2023-01-19,"('923424020779-19',)",reconnecting ukraine,security guarantees,40.0
0,2023-01-25,"('612547127497-45',)","european media freedom act, media freedom and plurality",defense on democracy,40.0
0,2023-01-31,"('0223480577-59',)",introductory meeting,icma's current priorities and activities.,40.0
0,2023-02-10,"('27762251795-15',)","latest developments with energy markets, preparation of net zero industry and critical raw materials acts",electricity market design - security of supply outlook for 2023,40.0
0,2023-11-16,"('4271427696-87',)",green deal,delivering the repowereu targets,40.0
5,2023-01-18,"('64869491516-70',)",preparation of cop28,"supporting work around a european response to the us ira, the need for a new investment wave in climate-friendly technologies and the upcoming electricity market design reform.",40.0
6,2023-01-18,"('64869491516-70',)",preparation of cop28,"supporting work around a european response to the us ira, the need for a new investment wave in climate-friendly technologies and the upcoming electricity market design reform.",40.0
0,2023-10-12,"('64879142323-90',)",state of play eu chemicals industry,get opinions from cefic on reach revision,40.0
3,2022-10-12,"('389356530261-76',)","digital finance
payments",european innovation agenda,40.0
0,2022-02-23,"('4447605981-76',)","industrial decarbonisation, hydrogen market and sustainable carbon cycles.","oil and gas supply, carbon capture storage, low carbon energy, including blue hydrogen.",40.0
0,2022-03-04,"('787513017798-23',)",protection of intellectual property,"how to best contribute to eu's political, economic, technological and geo-political objectives in the context of ongoing and upcoming policy and legislative initiatives",40.0
1,2022-10-11,"('191319744634-58',)",state aid and greening of the steel sector.,overview of developments in the hydrogen sector,40.0
0,2022-12-14,"('535247344998-75',)",meeting on european start up village,year of skills 2023,40.0
2,2022-10-11,"('52431421-12',)","telecoms, competition policies","european digital path 2030, connectivity  industry, telco edge cloud, open ran.",40.0
1,2020-01-22,"('002278013515-26',)",transports,skills agenda/platform workers,40.0
0,2024-04-17,"('67128251296-84',)",to follow,state of play regarding the simplification proposal,40.0
0,2020-01-22,"('002278013515-26',)",transports,uber's actions in diversity and safety,40.0
1,2020-01-21,"('1771817758-48',)","5g, artificial intelligence, secure data","challenges facing new commission, ai, digital soverignty, connectivity and cloud",40.0
0,2024-06-25,"('458295331598-02',)",invitation to attend bruegel dinner,discussant in bruegel event: europe's banking union at 10: unfinished yet transformative,40.0
1,2023-11-16,"('977980112556-82',)",exchange on investeu and role of national promotional banks,current political and economic challenges,40.0
0,2023-02-21,"('57215462204-95',)","to explain the ""fisheries and oceans "" package adopted during that week (cfp communication, marine action plan and decarbonisation initiative)  and the implementation of the western mediterranean management plan.","to discuss the resent commission initiatives, including the marine action plan and the topics of interest to the spanish fisheries organisations",40.0
0,2021-06-08,"('807912421050-91',)",videoconference - discussion on energy taxation and the taxation of the aviation sector,fit for 55,40.0
0,2021-04-26,"('799142914971-03',)","basel iii, covid response",state of play covid19- guaranteed loans in spain and other support measures,40.0
0,2023-12-06,"('950921712127-74',)",discussion on step and budgetary implementation,"futur scoreboard aides d'etat 2023, mesures possibles a venir en soutien aux petites eti",40.0
0,2023-01-09,"('6437280268-55',)",access to in-vehicle data,retail investment strategy..,40.0
1,2022-03-30,"('1771817758-48',)",exchange on eu climate and energy policy and possible impacts on german industry,meeting with bdi president and bdi director general,39.0
0,2022-04-21,"('570335813082-79',)",follow up of the southern gas corridor advisory council.,tap would like to exchange views on the eu's energy priorities.,39.0
0,2023-04-19,"('220874247456-16',)",payment service directive (psd2),"introductory meeting, legislation and initiatives in the field of payments.",39.0
0,2020-06-16,"('3978240953-79',)",meeting with the social affairs committee of businesseurope on the commission's response to the covid-19 crisis in the area of employment and social right.,green deal and recovery,39.0
1,2019-12-04,"('8999533555-91',)",research and innovation,ai - data economy,39.0
0,2020-09-05,"('625244214975-24',)","participation to ambrosetti's annual forum ""intelligence on the world, europe and italy""",european affairs: developments and prospects,39.0
0,2020-02-14,"('3945154610-54',)","implementation of the action plan of the social pilar, poverty","european commissions's actions against poverty, european semester, integrating sustainable development goals, european pillar of social rights, european commission's initiative for fair minimum wage",39.0
0,2021-09-29,"('1771817758-48',)","draft state aid guidelines on climate, environmental protection and energy",fit for 55 package,39.0
0,2022-10-24,"('567538843366-43',)",preparation davos forum,speech and stakeholder discussion on esg reporting,39.0
0,2022-03-30,"('274351946046-84',)",energy cooperation,copelouzos group informed about the plans for the gregy renewable electricity interconnector from egypt to greece.,39.0
0,2020-03-04,"('25492952296-56',)","health and food safety, farm2fork strategy and eu beating cancer plan.","circular economy strategy and action plan, plastic packaging, to present aspirations of unesda.",39.0
0,2022-03-30,"('705957328269-40',)","to learn from haropa port concerning its newly-approved strategic project as well as haropa port's engagement to the fulfilment of the biodiversity and zero-pollution strategies, with a focus on their activities for the ecological transition.",hydrogen and electric inland waterways,39.0
0,2020-04-01,"('950921712127-74',)","covid19 impact on investments sector, also with regional angle","horizon europe, the eic and the role of national innovation agencies.",39.0
0,2023-03-03,"('6256831207-27',)",donation of solar panels to ukraine.,"green deal industrial plan, state aid reform of the electricity market design",39.0
0,2023-03-03,"('688622614637-62',)",importance of good governance provisions in the upcoming critical raw material act,proposal for a critical raw materials act which was scheduled for adoption by the college on march 8th,39.0
2,2020-02-18,"('10257354120-19',)",sustainable finance,circular economy action plan,39.0
0,2020-02-18,"('03094871618-32',)",discussion on the upcoming basel proposal,"digital issues, including digital transformation, cloud, cyber.",39.0
0,2021-02-23,"('77823123416-69',)","webinar speaking engagement at their winter conference - recovery, cmu, sustainable finance, digital finance",vision for the eu.,39.0
1,2021-11-24,"('58290033126-06',)",sustainable finance taxonomy,introductory meeting to exchange views on the eu defence market as regards engines and power plants in both naval and land systems sectors.,39.0
